iter	Logloss
509	0.6310083533
510	0.6309168706
511	0.6308047844
512	0.6307372589
513	0.6306544581
514	0.6305747723
515	0.6304567486
516	0.6303337308
517	0.6302789804
518	0.6302124318
519	0.6301420989
520	0.630041724
521	0.6299594662
522	0.6299067075
523	0.6298573363
524	0.629801024
525	0.6297494264
526	0.629686082
527	0.6295950189
528	0.6295027666
529	0.6293477141
530	0.6292747554
531	0.6292315305
532	0.6291810358
533	0.6290843716
534	0.6290159897
535	0.6289960663
536	0.6289209285
537	0.6288405529
538	0.6287735513
539	0.6286701848
540	0.6285826401
541	0.6285194274
542	0.6284243385
543	0.6283622076
544	0.6282999394
545	0.6282540835
546	0.6281497099
547	0.6280472073
548	0.62797436
549	0.6278865612
550	0.627865959
551	0.6278088837
552	0.627671308
553	0.6276035066
554	0.6275176635
555	0.6274584381
556	0.627365832
557	0.6272797818
558	0.6271940326
559	0.6270862198
560	0.6270616214
561	0.6269977159
562	0.6269123949
563	0.6268333469
564	0.6268059801
565	0.6267664275
566	0.6267046021
567	0.6266114493
568	0.6265601918
569	0.6264407318
570	0.626379735
571	0.626320795
572	0.6262431972
573	0.6261837959
574	0.6261509236
575	0.6260648383
576	0.6260156063
577	0.6259315722
578	0.6258632605
579	0.625757151
580	0.6256917072
581	0.6256082835
582	0.6255458605
583	0.6254568501
584	0.6254015065
585	0.6252989171
586	0.6252438463
587	0.6252101539
588	0.6251234501
589	0.6249979765
590	0.6249546939
591	0.6248826692
592	0.6248091143
593	0.6247452378
594	0.6246839407
595	0.6246031357
596	0.6245501586
597	0.6244855715
598	0.6243829451
599	0.6243007124
600	0.6242356514
601	0.6241285246
602	0.6240808558
603	0.6240547216
604	0.623961636
605	0.6239103099
606	0.6238279479
607	0.6237457113
608	0.6237015358
609	0.6236629339
610	0.623601515
611	0.6234900452
612	0.6234107822
613	0.6233521003
614	0.6232591519
615	0.6232261924
616	0.6231545145
617	0.6230590859
618	0.6230410446
619	0.6229747774
620	0.6229419317
621	0.6228804054
622	0.6228134864
623	0.6227034272
624	0.6226409975
625	0.6225785672
626	0.6225196691
627	0.6224531879
628	0.6223607304
629	0.6222859773
630	0.622218255
631	0.6221471521
632	0.622082014
633	0.6220146741
634	0.6219876753
635	0.6219147723
636	0.62179539
637	0.6217458443
638	0.6216600862
639	0.6215929497
640	0.6215447565
641	0.621500161
642	0.6214222819
643	0.6213827573
644	0.6213162646
645	0.621281881
646	0.6212233057
647	0.6211310118
648	0.6210645257
649	0.6210083901
650	0.6209578111
651	0.6208383364
652	0.6207974226
653	0.6207051765
654	0.6206622129
655	0.6206287964
656	0.6205785775
657	0.6205024517
658	0.6203780829
659	0.6203415967
660	0.6202737304
661	0.6202034744
662	0.6201602703
663	0.6200745058
664	0.6200266419
665	0.6199425853
666	0.6198653563
667	0.6198069341
668	0.6197752047
669	0.6196886073
670	0.6196406728
671	0.6195481793
672	0.6194771566
673	0.6193652638
674	0.6193020518
675	0.6192429289
676	0.6191872914
677	0.6191559523
678	0.6190598644
679	0.6189456625
680	0.6188640888
681	0.6188089868
682	0.6187556994
683	0.6186840045
684	0.6185684533
685	0.6185203289
686	0.6184683865
687	0.6183859205
688	0.618324156
689	0.6182487626
690	0.6182225421
691	0.6181600362
692	0.6181378886
693	0.618064518
694	0.6180407238
695	0.6179815181
696	0.6179557315
697	0.6178660948
698	0.617761566
699	0.6176841155
700	0.6176319911
701	0.617560261
702	0.6175025313
703	0.6174664024
704	0.6173980011
705	0.6173620478
706	0.6172425167
707	0.6171801003
708	0.6171405071
709	0.6170114565
710	0.6169849845
711	0.6169488981
712	0.6168662068
713	0.6167672372
714	0.6167271952
715	0.6166177855
716	0.6165353086
717	0.6164170533
718	0.6163272007
719	0.616240833
720	0.6161861822
721	0.6161050241
722	0.6160485192
723	0.6159776825
724	0.6158764451
725	0.6158270675
726	0.6157556166
727	0.6156850074
728	0.6156080425
729	0.6155765887
730	0.6155193619
731	0.6154516923
732	0.6154185023
733	0.6153269707
734	0.6151994783
735	0.6151155176
736	0.615028252
737	0.6148810174
738	0.6147990514
739	0.614742817
740	0.6147039623
741	0.6146225883
742	0.6145576777
743	0.6144850907
744	0.6144220462
745	0.6143355499
746	0.614221158
747	0.6141739498
748	0.614086946
749	0.6140275906
750	0.6139880184
751	0.6139540351
752	0.6139009208
753	0.6138649604
754	0.613777399
755	0.6136991193
756	0.6136227017
757	0.6135664864
758	0.6135119265
759	0.6134484651
760	0.613378042
761	0.6133238164
762	0.6132667813
763	0.6131827903
764	0.6131344567
765	0.6130401212
766	0.6129059821
767	0.6128278381
768	0.6127368017
769	0.6126931463
770	0.6126438751
771	0.612590489
772	0.6125247452
773	0.6124340885
774	0.6123659147
775	0.612285407
776	0.6122065913
777	0.6121154113
778	0.6120630472
779	0.6119734015
780	0.6119474563
781	0.611872968
782	0.6118304077
783	0.6118118386
784	0.6117553981
785	0.6117182721
786	0.6116686614
787	0.6115804566
788	0.6114992103
789	0.6114271905
790	0.611365856
791	0.6113006653
792	0.6112735134
793	0.6111940527
794	0.611159995
795	0.6110922963
796	0.6110097834
797	0.6109727522
798	0.6109136052
799	0.610797411
800	0.6107588498
801	0.6106861985
802	0.6106649633
803	0.6106035528
804	0.6105424085
805	0.6105070409
806	0.610435418
807	0.6103944447
808	0.6103428613
809	0.6102840393
810	0.6102547188
811	0.6102075769
812	0.6101409245
813	0.6100940378
814	0.6100500199
815	0.6099732636
816	0.6098956425
817	0.6098164442
818	0.609734943
819	0.6096478156
820	0.6096174695
821	0.6095505704
822	0.6094868645
823	0.6094336442
824	0.6094019544
825	0.6093273037
826	0.6092607252
827	0.6092133666
828	0.609170728
829	0.6091261706
830	0.6090636605
831	0.6089710971
832	0.6089418724
833	0.6088723677
834	0.6087984502
835	0.6087478355
836	0.6086861516
837	0.6086465354
838	0.6086089768
839	0.6085679396
840	0.6085196707
841	0.6084558801
842	0.6084175749
843	0.6083633741
844	0.6083065369
845	0.6082340879
846	0.6081564775
847	0.6080769231
848	0.6079989602
849	0.6079576491
850	0.6078998171
851	0.6078392858
852	0.6077577627
853	0.6076858419
854	0.6076112814
855	0.6075431507
856	0.6075047389
857	0.6074159071
858	0.60736277
859	0.6072795118
860	0.6071992917
861	0.6071350548
862	0.6070466794
863	0.6069803816
864	0.6069229988
865	0.6068769354
866	0.6068238326
867	0.6067788708
868	0.6067251338
869	0.6066513719
870	0.6066168919
871	0.6065370115
872	0.6065167957
873	0.6064474396
874	0.6064085754
875	0.60635026
876	0.6062982022
877	0.6062477745
878	0.6062058117
879	0.606153185
880	0.6061297601
881	0.6060876603
882	0.6060592712
883	0.606010609
884	0.6059880793
885	0.6058908107
886	0.6058285774
887	0.6057625324
888	0.605724322
889	0.6056121966
890	0.6055450363
891	0.6054942368
892	0.605432524
893	0.6054006236
894	0.6053474194
895	0.605328111
896	0.6052679063
897	0.6052395045
898	0.6051805516
899	0.6051283689
900	0.6050636109
901	0.6050088557
902	0.6049639318
903	0.6049346476
904	0.604883364
905	0.6048597004
906	0.6048109442
907	0.6047552474
908	0.6046933687
909	0.6046510995
910	0.6046245009
911	0.6045715769
912	0.6045367526
913	0.6044602978
914	0.604436581
915	0.6043968511
916	0.6043026385
917	0.6042474602
918	0.6041350856
919	0.6041021807
920	0.6040782565
921	0.604056845
922	0.6039834451
923	0.6038843485
924	0.6038467231
925	0.6037423178
926	0.6036837423
927	0.6036288338
928	0.6035792174
929	0.6034462452
930	0.6034297258
931	0.6033864289
932	0.603351534
933	0.6033167432
934	0.6032344322
935	0.6032189469
936	0.6031600148
937	0.6031019831
938	0.6029834849
939	0.602935818
940	0.6028883582
941	0.6028531165
942	0.6027938607
943	0.6027596218
944	0.6027412545
945	0.6026506399
946	0.6025220842
947	0.6024423798
948	0.6023799352
949	0.6023210852
950	0.6022946236
951	0.602260287
952	0.6022092143
953	0.6021462714
954	0.6020719203
955	0.602022563
956	0.6019643666
957	0.6019363484
958	0.6018740872
959	0.6018143993
960	0.6017780671
961	0.6017516655
962	0.6017210601
963	0.6016779707
964	0.6016087334
965	0.6015597635
966	0.6014884397
967	0.60141019
968	0.6013826843
969	0.6013327532
970	0.6012857536
971	0.6012063792
972	0.6011707175
973	0.6011239184
974	0.6010066667
975	0.600925458
976	0.6008555645
977	0.6007926202
978	0.6006953206
979	0.6006198544
980	0.600580991
981	0.6005150779
982	0.6004732808
983	0.6004529983
984	0.6004223332
985	0.6004010905
986	0.6003558922
987	0.6002666681
988	0.6002048334
989	0.6001545337
990	0.6001074226
991	0.600070124
992	0.6000112191
993	0.5999728384
994	0.5999003745
995	0.599844629
996	0.599789482
997	0.5997216843
998	0.5996900167
999	0.5996198824
54038
999	0.6026661723
017904197
999	0.6017551133
